REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2020/12/10 01:30:00,4149.25,34.08,TRADE
VIC1,2020/12/10 02:00:00,4010.72,21.63,TRADE
VIC1,2020/12/10 02:30:00,3798.92,10.67,TRADE
VIC1,2020/12/10 03:00:00,3731.35,17.02,TRADE
VIC1,2020/12/10 03:30:00,3741.58,18.95,TRADE
VIC1,2020/12/10 04:00:00,3786.39,30.84,TRADE
VIC1,2020/12/10 04:30:00,3906.5,35.18,TRADE
VIC1,2020/12/10 05:00:00,4045.97,35.81,TRADE
VIC1,2020/12/10 05:30:00,4282.55,34.33,TRADE
VIC1,2020/12/10 06:00:00,4470.77,39.02,TRADE
VIC1,2020/12/10 06:30:00,4734.31,25.08,TRADE
VIC1,2020/12/10 07:00:00,4860.49,21.29,TRADE
VIC1,2020/12/10 07:30:00,4636.5,5.54,TRADE
VIC1,2020/12/10 08:00:00,4419.94,8.31,TRADE
VIC1,2020/12/10 08:30:00,4284.28,7.41,TRADE
VIC1,2020/12/10 09:00:00,4170.46,9.62,TRADE
VIC1,2020/12/10 09:30:00,4049.01,10.81,TRADE
VIC1,2020/12/10 10:00:00,3845.99,5.14,TRADE
VIC1,2020/12/10 10:30:00,3685.89,5.05,TRADE
VIC1,2020/12/10 11:00:00,3595.88,6.02,TRADE
VIC1,2020/12/10 11:30:00,3542.79,5.68,TRADE
VIC1,2020/12/10 12:00:00,3561.64,10.76,TRADE
VIC1,2020/12/10 12:30:00,3449.36,5.92,TRADE
VIC1,2020/12/10 13:00:00,3400.07,6.34,TRADE
VIC1,2020/12/10 13:30:00,3363.76,-0.27,TRADE
VIC1,2020/12/10 14:00:00,3393.15,-10.83,TRADE
VIC1,2020/12/10 14:30:00,3390.02,-7.62,TRADE
VIC1,2020/12/10 15:00:00,3512.75,-55.17,TRADE
VIC1,2020/12/10 15:30:00,3615.65,-37.57,TRADE
VIC1,2020/12/10 16:00:00,3773.55,-30.66,TRADE
VIC1,2020/12/10 16:30:00,3906.52,-55.30,TRADE
VIC1,2020/12/10 17:00:00,4254.18,-8.13,TRADE
VIC1,2020/12/10 17:30:00,4484.49,17.62,TRADE
VIC1,2020/12/10 18:00:00,4676.51,13.84,TRADE
VIC1,2020/12/10 18:30:00,4798.68,41.47,TRADE
VIC1,2020/12/10 19:00:00,4869.54,71.39,TRADE
VIC1,2020/12/10 19:30:00,4912.28,24.39,TRADE
VIC1,2020/12/10 20:00:00,4932.81,62.50,TRADE
VIC1,2020/12/10 20:30:00,4923.18,58.15,TRADE
VIC1,2020/12/10 21:00:00,4787.03,56,TRADE
VIC1,2020/12/10 21:30:00,4624.08,22.47,TRADE
VIC1,2020/12/10 22:00:00,4438.06,22.25,TRADE
VIC1,2020/12/10 22:30:00,4324.96,33.57,TRADE
VIC1,2020/12/10 23:00:00,4258.9,33.57,TRADE
VIC1,2020/12/10 23:30:00,4456.13,31.46,TRADE
VIC1,2020/12/11 00:00:00,4444.55,34.22,TRADE
VIC1,2020/12/11 00:30:00,4293.15,23.19,TRADE
VIC1,2020/12/11 01:00:00,4139.55,5.20,TRADE
VIC1,2020/12/11 01:30:00,4089.41,17.68,TRADE
VIC1,2020/12/11 02:00:00,3980.08,16.49,TRADE
VIC1,2020/12/11 02:30:00,3860.27,21.71,TRADE
VIC1,2020/12/11 03:00:00,3849.15,20.40,TRADE
VIC1,2020/12/11 03:30:00,3863.48,28.95,TRADE
VIC1,2020/12/11 04:00:00,3892.52,28.89,TRADE
VIC1,2020/12/11 04:30:00,3987.4,30.65,TRADE
VIC1,2020/12/11 05:00:00,4110.67,34.97,TRADE
VIC1,2020/12/11 05:30:00,4381.25,38.50,TRADE
VIC1,2020/12/11 06:00:00,4529.19,-14.71,TRADE
VIC1,2020/12/11 06:30:00,4739.29,10.42,TRADE
VIC1,2020/12/11 07:00:00,4780.17,5.88,TRADE
VIC1,2020/12/11 07:30:00,4579.82,-20.49,TRADE
VIC1,2020/12/11 08:00:00,4429.89,-165.86,TRADE
VIC1,2020/12/11 08:30:00,4310.53,-27.22,TRADE
VIC1,2020/12/11 09:00:00,4135.95,-31.69,TRADE
VIC1,2020/12/11 09:30:00,3975.8,3.04,TRADE
VIC1,2020/12/11 10:00:00,3801.16,5.59,TRADE
VIC1,2020/12/11 10:30:00,3705.74,-5.32,TRADE
VIC1,2020/12/11 11:00:00,3655.96,-48.03,TRADE
VIC1,2020/12/11 11:30:00,3608.97,-54.85,TRADE
VIC1,2020/12/11 12:00:00,3514.09,-64.46,TRADE
VIC1,2020/12/11 12:30:00,3522.77,-28.29,TRADE
VIC1,2020/12/11 13:00:00,3530.37,19.07,TRADE
VIC1,2020/12/11 13:30:00,3583.3,22.18,TRADE
VIC1,2020/12/11 14:00:00,3583.6,20.73,TRADE
VIC1,2020/12/11 14:30:00,3552.54,16.68,TRADE
VIC1,2020/12/11 15:00:00,3656.16,-1.47,TRADE
VIC1,2020/12/11 15:30:00,3791.91,4.55,TRADE
VIC1,2020/12/11 16:00:00,3989.68,14.40,TRADE
VIC1,2020/12/11 16:30:00,4161.94,11.82,TRADE
VIC1,2020/12/11 17:00:00,4422.5,13.89,TRADE
VIC1,2020/12/11 17:30:00,4612.8,21.76,TRADE
VIC1,2020/12/11 18:00:00,4682.81,15.28,TRADE
VIC1,2020/12/11 18:30:00,4798.37,33.53,TRADE
VIC1,2020/12/11 19:00:00,4828.76,45.24,TRADE
VIC1,2020/12/11 19:30:00,4831.7,57.41,TRADE
VIC1,2020/12/11 20:00:00,4826.2,57.05,TRADE
VIC1,2020/12/11 20:30:00,4824.38,48.01,TRADE
VIC1,2020/12/11 21:00:00,4752.64,39.70,TRADE
VIC1,2020/12/11 21:30:00,4576.23,34.33,TRADE
VIC1,2020/12/11 22:00:00,4441.31,33.99,TRADE
VIC1,2020/12/11 22:30:00,4338.9,38.45,TRADE
VIC1,2020/12/11 23:00:00,4299.96,37.49,TRADE
VIC1,2020/12/11 23:30:00,4491.35,39.57,TRADE
VIC1,2020/12/12 00:00:00,4437.79,38.13,TRADE
VIC1,2020/12/12 00:30:00,4332.9,36.74,TRADE
VIC1,2020/12/12 01:00:00,4163.89,35.25,TRADE
VIC1,2020/12/12 01:30:00,4045.8,22.11,TRADE
VIC1,2020/12/12 02:00:00,3925.14,10.91,TRADE
VIC1,2020/12/12 02:30:00,3845.27,14.96,TRADE
VIC1,2020/12/12 03:00:00,3763.22,17.03,TRADE
VIC1,2020/12/12 03:30:00,3674.09,2.02,TRADE
VIC1,2020/12/12 04:00:00,3652.13,-1.27,TRADE
VIC1,2020/12/12 04:30:00,3731.05,-4.19,TRADE
VIC1,2020/12/12 05:00:00,3793.83,-14.79,TRADE
VIC1,2020/12/12 05:30:00,3860.05,1.58,TRADE
VIC1,2020/12/12 06:00:00,3906.59,0.58,TRADE
VIC1,2020/12/12 06:30:00,3992.19,-12.42,TRADE
VIC1,2020/12/12 07:00:00,3948.56,6.89,TRADE
VIC1,2020/12/12 07:30:00,3868.09,8.47,TRADE
VIC1,2020/12/12 08:00:00,3783.49,-15.64,TRADE
VIC1,2020/12/12 08:30:00,3647.13,0.20,TRADE
VIC1,2020/12/12 09:00:00,3549.43,-22.04,TRADE
VIC1,2020/12/12 09:30:00,3490.57,-22.11,TRADE
VIC1,2020/12/12 10:00:00,3397.81,-30.05,TRADE
VIC1,2020/12/12 10:30:00,3354.84,-11.10,TRADE
VIC1,2020/12/12 11:00:00,3355.21,2.99,TRADE
VIC1,2020/12/12 11:30:00,3312.83,3.15,TRADE
VIC1,2020/12/12 12:00:00,3337.07,2.58,TRADE
VIC1,2020/12/12 12:30:00,3404.95,3.83,TRADE
VIC1,2020/12/12 13:00:00,3418,-2.15,TRADE
VIC1,2020/12/12 13:30:00,3502.61,-6.37,TRADE
VIC1,2020/12/12 14:00:00,3569.35,3.36,TRADE
VIC1,2020/12/12 14:30:00,3682.95,-0.49,TRADE
VIC1,2020/12/12 15:00:00,3905.35,13.48,TRADE
VIC1,2020/12/12 15:30:00,4052.96,16.62,TRADE
VIC1,2020/12/12 16:00:00,4307.98,28.15,TRADE
VIC1,2020/12/12 16:30:00,4531.69,31.45,TRADE
VIC1,2020/12/12 17:00:00,4701.4,39.69,TRADE
VIC1,2020/12/12 17:30:00,4884.65,46.23,TRADE
VIC1,2020/12/12 18:00:00,5054.64,43.85,TRADE
VIC1,2020/12/12 18:30:00,5147.51,51,TRADE
VIC1,2020/12/12 19:00:00,5119.25,57.12,TRADE
VIC1,2020/12/12 19:30:00,5044.93,61.22,TRADE
VIC1,2020/12/12 20:00:00,5006.2,46.51,TRADE
VIC1,2020/12/12 20:30:00,4888.89,38.68,TRADE
VIC1,2020/12/12 21:00:00,4744.96,38.22,TRADE
VIC1,2020/12/12 21:30:00,4633.95,36.31,TRADE
VIC1,2020/12/12 22:00:00,4447.64,29.14,TRADE
VIC1,2020/12/12 22:30:00,4354.07,45.37,TRADE
VIC1,2020/12/12 23:00:00,4271.3,30.56,TRADE
VIC1,2020/12/12 23:30:00,4481.52,48.75,TRADE
VIC1,2020/12/13 00:00:00,4382.75,31.98,TRADE
VIC1,2020/12/13 00:30:00,4219.29,12.86,TRADE
VIC1,2020/12/13 01:00:00,4092.87,23.54,TRADE
VIC1,2020/12/13 01:30:00,4004.87,34.95,TRADE
VIC1,2020/12/13 02:00:00,3850.29,23.81,TRADE
VIC1,2020/12/13 02:30:00,3730.4,-9.47,TRADE
VIC1,2020/12/13 03:00:00,3594.99,-9.13,TRADE
VIC1,2020/12/13 03:30:00,3584.22,13.27,TRADE
VIC1,2020/12/13 04:00:00,3589.05,13.08,TRADE
VIC1,2020/12/13 04:30:00,3648.1,9.10,TRADE
VIC1,2020/12/13 05:00:00,3536.2,-10.03,TRADE
VIC1,2020/12/13 05:30:00,3600.98,0.89,TRADE
VIC1,2020/12/13 06:00:00,3603.6,-1.14,TRADE
VIC1,2020/12/13 06:30:00,3665.17,-5.53,TRADE
VIC1,2020/12/13 07:00:00,3682.07,-19.04,TRADE
VIC1,2020/12/13 07:30:00,3540.72,-27.37,TRADE
VIC1,2020/12/13 08:00:00,3522.72,-10.85,TRADE
VIC1,2020/12/13 08:30:00,3430.66,-30.76,TRADE
VIC1,2020/12/13 09:00:00,3380.86,-23.64,TRADE
VIC1,2020/12/13 09:30:00,3346.04,-36.03,TRADE
VIC1,2020/12/13 10:00:00,3289.91,-38.47,TRADE
VIC1,2020/12/13 10:30:00,3371.93,-13.66,TRADE
VIC1,2020/12/13 11:00:00,3467.2,1.96,TRADE
VIC1,2020/12/13 11:30:00,3449.85,-3.51,TRADE
VIC1,2020/12/13 12:00:00,3529.08,-0.97,TRADE
VIC1,2020/12/13 12:30:00,3649.9,4.13,TRADE
VIC1,2020/12/13 13:00:00,3789.36,22.94,TRADE
VIC1,2020/12/13 13:30:00,3916.58,2.82,TRADE
VIC1,2020/12/13 14:00:00,4149.71,21.65,TRADE
VIC1,2020/12/13 14:30:00,4296.81,27.30,TRADE
VIC1,2020/12/13 15:00:00,4547.75,30.60,TRADE
VIC1,2020/12/13 15:30:00,4840.58,32.27,TRADE
VIC1,2020/12/13 16:00:00,5060.27,38.71,TRADE
VIC1,2020/12/13 16:30:00,5347.62,44.49,TRADE
VIC1,2020/12/13 17:00:00,5575.78,48.99,TRADE
VIC1,2020/12/13 17:30:00,5774.53,54.26,TRADE
VIC1,2020/12/13 18:00:00,5823.86,57.79,TRADE
VIC1,2020/12/13 18:30:00,5796.4,58.73,TRADE
VIC1,2020/12/13 19:00:00,5754.28,90.15,TRADE
VIC1,2020/12/13 19:30:00,5691.11,101.59,TRADE
VIC1,2020/12/13 20:00:00,5544.37,70.26,TRADE
VIC1,2020/12/13 20:30:00,5414.55,52.35,TRADE
VIC1,2020/12/13 21:00:00,5229.46,45.32,TRADE
VIC1,2020/12/13 21:30:00,4999.2,40.35,TRADE
VIC1,2020/12/13 22:00:00,4767.39,27.68,TRADE
VIC1,2020/12/13 22:30:00,4610.02,23.51,TRADE
VIC1,2020/12/13 23:00:00,4538,34.65,TRADE
VIC1,2020/12/13 23:30:00,4687.53,38.32,TRADE
VIC1,2020/12/14 00:00:00,4615.53,36.54,TRADE
VIC1,2020/12/14 00:30:00,4423.41,26.50,TRADE
VIC1,2020/12/14 01:00:00,4252.95,15.13,TRADE
VIC1,2020/12/14 01:30:00,4115.37,10.74,TRADE
VIC1,2020/12/14 02:00:00,3975.73,10.32,TRADE
VIC1,2020/12/14 02:30:00,3926.54,12.58,TRADE
VIC1,2020/12/14 03:00:00,3865.67,17.94,TRADE
VIC1,2020/12/14 03:30:00,3837.87,12.72,TRADE
VIC1,2020/12/14 04:00:00,3802.55,8.66,TRADE
VIC1,2020/12/14 04:30:00,3960.12,8.95,TRADE
VIC1,2020/12/14 05:00:00,4056.89,4.74,TRADE
VIC1,2020/12/14 05:30:00,4305.77,9.17,TRADE
VIC1,2020/12/14 06:00:00,4561.78,21.57,TRADE
VIC1,2020/12/14 06:30:00,4865.14,37.21,TRADE
VIC1,2020/12/14 07:00:00,4968.09,37.19,TRADE
VIC1,2020/12/14 07:30:00,4897.97,32.46,TRADE
VIC1,2020/12/14 08:00:00,4871.79,34.76,TRADE
VIC1,2020/12/14 08:30:00,4884.42,36.31,TRADE
VIC1,2020/12/14 09:00:00,4846.13,35.17,TRADE
VIC1,2020/12/14 09:30:00,4815.78,17.73,TRADE
VIC1,2020/12/14 10:00:00,4835.63,27.71,TRADE
VIC1,2020/12/14 10:30:00,4882.25,42.48,TRADE
VIC1,2020/12/14 11:00:00,4921.8,39.37,TRADE
VIC1,2020/12/14 11:30:00,5101.87,39.03,TRADE
VIC1,2020/12/14 12:00:00,5232.52,40.43,TRADE
VIC1,2020/12/14 12:30:00,5396.82,39.43,TRADE
VIC1,2020/12/14 13:00:00,5589.83,49.15,TRADE
VIC1,2020/12/14 13:30:00,5750.53,52.29,TRADE
VIC1,2020/12/14 14:00:00,6005.68,68.77,TRADE
VIC1,2020/12/14 14:30:00,6162.39,88.43,TRADE
VIC1,2020/12/14 15:00:00,6351.45,131.50,TRADE
VIC1,2020/12/14 15:30:00,6716.74,67.57,TRADE
VIC1,2020/12/14 16:00:00,7204.55,71.47,TRADE
VIC1,2020/12/14 16:30:00,7458.68,261.97,TRADE
VIC1,2020/12/14 17:00:00,7718.96,120.96,TRADE
VIC1,2020/12/14 17:30:00,7854.29,83.99,TRADE
VIC1,2020/12/14 18:00:00,7899.76,90.04,TRADE
VIC1,2020/12/14 18:30:00,7880.84,96.08,TRADE
VIC1,2020/12/14 19:00:00,7745.53,115.31,TRADE
VIC1,2020/12/14 19:30:00,7528.65,97.48,TRADE
VIC1,2020/12/14 20:00:00,7221.68,64.10,TRADE
VIC1,2020/12/14 20:30:00,6925.72,71.03,TRADE
VIC1,2020/12/14 21:00:00,6571.37,65.32,TRADE
VIC1,2020/12/14 21:30:00,6217.41,70.49,TRADE
VIC1,2020/12/14 22:00:00,5760.18,54.71,TRADE
VIC1,2020/12/14 22:30:00,5444.58,97.50,TRADE
VIC1,2020/12/14 23:00:00,5214.85,59.15,TRADE
VIC1,2020/12/14 23:30:00,5313.52,72.09,TRADE
VIC1,2020/12/15 00:00:00,5127.85,69.22,TRADE
VIC1,2020/12/15 00:30:00,4860.23,60.37,TRADE
VIC1,2020/12/15 01:00:00,4691.2,53.90,TRADE
VIC1,2020/12/15 01:30:00,4583.65,55.61,TRADE
VIC1,2020/12/15 02:00:00,4455.97,56.30,TRADE
VIC1,2020/12/15 02:30:00,4361.62,55.36,TRADE
VIC1,2020/12/15 03:00:00,4327.99,56,TRADE
VIC1,2020/12/15 03:30:00,4285.97,54.93,TRADE
VIC1,2020/12/15 04:00:00,4316.54,54.17,TRADE
VIC1,2020/12/15 04:30:00,4435.46,52.88,TRADE
VIC1,2020/12/15 05:00:00,4561.74,57.40,TRADE
VIC1,2020/12/15 05:30:00,4764.91,63.58,TRADE
VIC1,2020/12/15 06:00:00,5020.14,67.39,TRADE
VIC1,2020/12/15 06:30:00,5331.73,62.07,TRADE
VIC1,2020/12/15 07:00:00,5491.95,86.39,TRADE
VIC1,2020/12/15 07:30:00,5575.04,55.82,TRADE
VIC1,2020/12/15 08:00:00,5653.82,60.39,TRADE
VIC1,2020/12/15 08:30:00,5704.7,145.75,TRADE
VIC1,2020/12/15 09:00:00,5753.66,78.48,TRADE
VIC1,2020/12/15 09:30:00,5841.44,79.55,TRADE
VIC1,2020/12/15 10:00:00,5943.16,57.46,TRADE
VIC1,2020/12/15 10:30:00,6100.04,58.86,TRADE
VIC1,2020/12/15 11:00:00,6261.52,63.07,TRADE
VIC1,2020/12/15 11:30:00,6392.78,64.46,TRADE
VIC1,2020/12/15 12:00:00,6555.54,102.61,TRADE
